Mon Sep 11 17:12:27 EDT 2023: Initial number of files in the output directory:        0
Mon Sep 11 17:12:27 EDT 2023: Cleaning up the codebase directory...
Mon Sep 11 17:12:27 EDT 2023: Generating project tree...
Mon Sep 11 17:19:21 EDT 2023: Processing file: ./apps/client/images/headshots/0M1A3350_0.5x.png Encoder:./codebase/content_7.md
Mon Sep 11 17:19:21 EDT 2023: Processing file: ./apps/client/images/headshots/0M1A3350_0.75x.png Encoder:./codebase/content_8.md
Mon Sep 11 17:19:21 EDT 2023: Processing file: ./apps/client/images/logo_full.png Encoder:./codebase/content_9.md
Mon Sep 11 17:19:21 EDT 2023: Processing file: ./apps/client/images/shapes/dot-shape1.png Encoder:./codebase/content_10.md
Mon Sep 11 17:19:21 EDT 2023: Processing file: ./apps/client/images/shapes/8.png Encoder:./codebase/content_10.md
Mon Sep 11 17:19:21 EDT 2023: Processing file: ./apps/client/images/shapes/9.png Encoder:./codebase/content_11.md
Mon Sep 11 17:19:21 EDT 2023: Processing file: ./apps/client/images/shapes/14.png Encoder:./codebase/content_11.md
Mon Sep 11 17:19:21 EDT 2023: Processing file: ./apps/client/images/shapes/15.png Encoder:./codebase/content_11.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/images/shapes/16.png Encoder:./codebase/content_11.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/images/shapes/12.png Encoder:./codebase/content_11.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/images/shapes/13.png Encoder:./codebase/content_12.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/images/shapes/circle1.png Encoder:./codebase/content_12.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/images/shapes/circle3.png Encoder:./codebase/content_12.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/images/shapes/11.png Encoder:./codebase/content_12.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/images/shapes/10.png Encoder:./codebase/content_12.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/images/shapes/circle2.png Encoder:./codebase/content_12.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/images/shapes/21.png Encoder:./codebase/content_12.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/images/shapes/20.png Encoder:./codebase/content_12.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/images/shapes/22.png Encoder:./codebase/content_12.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/images/shapes/23.png Encoder:./codebase/content_12.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/images/shapes/27.png Encoder:./codebase/content_12.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/images/shapes/26.png Encoder:./codebase/content_12.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/images/shapes/18.png Encoder:./codebase/content_12.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/images/shapes/24.png Encoder:./codebase/content_12.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/images/shapes/25.png Encoder:./codebase/content_12.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/images/shapes/19.png Encoder:./codebase/content_13.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/images/shapes/4.png Encoder:./codebase/content_13.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/images/shapes/5.png Encoder:./codebase/content_13.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/images/shapes/7.png Encoder:./codebase/content_13.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/images/shapes/6.png Encoder:./codebase/content_13.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/images/shapes/2.png Encoder:./codebase/content_13.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/images/shapes/3.png Encoder:./codebase/content_13.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/images/shapes/1.png Encoder:./codebase/content_13.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/images/circle-shape.png Encoder:./codebase/content_13.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/images/favicon.png Encoder:./codebase/content_13.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/images/quote.png Encoder:./codebase/content_13.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/images/logo.png Encoder:./codebase/content_13.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/images/line-bg.png Encoder:./codebase/content_13.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/Dockerfile Encoder:./codebase/content_13.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/.well-known/acme-challenge/Hgm1C9wVCJ2in-pVO8wQPkXonUjQW1TynkINPKczQ1g Encoder:./codebase/content_14.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/next.config.js Encoder:./codebase/content_14.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/declaration.d.ts Encoder:./codebase/content_14.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/utils/constants.js Encoder:./codebase/content_14.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/utils/google-analytics/index.js Encoder:./codebase/content_14.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/utils/apolloClient.js Encoder:./codebase/content_14.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/utils/hostname.js Encoder:./codebase/content_14.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/utils/ActiveLink.js Encoder:./codebase/content_14.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/next-env.d.ts Encoder:./codebase/content_14.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/README.md Encoder:./codebase/content_14.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/components/home/Banner.tsx Encoder:./codebase/content_14.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/components/Post.tsx Encoder:./codebase/content_14.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/components/typedReact.jsx Encoder:./codebase/content_15.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/components/Works.tsx Encoder:./codebase/content_15.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/components/Services.js Encoder:./codebase/content_15.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/components/barSkill.jsx Encoder:./codebase/content_15.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/components/layout/SearchForm.js Encoder:./codebase/content_16.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/components/layout/SideDrawer.js Encoder:./codebase/content_16.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/components/pie-chart/FullOption.tsx Encoder:./codebase/content_16.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/components/startup-agency-animation/Partner.js Encoder:./codebase/content_16.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/components/startup-agency-animation/Works.js Encoder:./codebase/content_16.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/components/startup-agency-animation/Feedback.js Encoder:./codebase/content_17.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/components/startup-agency-animation/HowWeWork.js Encoder:./codebase/content_17.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/components/startup-agency-animation/Funfacts.js Encoder:./codebase/content_18.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/components/startup-agency-animation/Team.js Encoder:./codebase/content_18.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/components/startup-agency-animation/About.js Encoder:./codebase/content_18.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/components/startup-agency-animation/Features.js Encoder:./codebase/content_18.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/components/startup-agency-animation/Boxes.js Encoder:./codebase/content_18.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/components/startup-agency-animation/Skills.js Encoder:./codebase/content_19.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/components/startup-agency-animation/Blog.js Encoder:./codebase/content_19.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/components/startup-agency-animation/Contact.js Encoder:./codebase/content_19.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/components/startup-agency-animation/Banner.js Encoder:./codebase/content_19.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/components/startup-agency-animation/WhyChooseUs.js Encoder:./codebase/content_20.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/components/shared/Navbar.tsx Encoder:./codebase/content_20.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/components/shared/Footer.tsx Encoder:./codebase/content_20.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/components/shared/GoTop.js Encoder:./codebase/content_21.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/components/shared/Loader.js Encoder:./codebase/content_21.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/components/about/Feedback.js Encoder:./codebase/content_21.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/components/about/Funfacts.js Encoder:./codebase/content_21.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/components/about/Team.js Encoder:./codebase/content_21.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/components/about/About.js Encoder:./codebase/content_22.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/components/about/Education.jsx Encoder:./codebase/content_22.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/components/about/Services.tsx Encoder:./codebase/content_22.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/components/about/Skills.js Encoder:./codebase/content_22.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/components/about/Contact.js Encoder:./codebase/content_23.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/components/parallax/ParallaxHomeComponent.jsx Encoder:./codebase/content_23.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/components/Blog.tsx Encoder:./codebase/content_23.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/components/Funfacts.tsx Encoder:./codebase/content_23.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/components/Skills.tsx Encoder:./codebase/content_23.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/.dockerignore Encoder:./codebase/content_23.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/public/sitemap.xml Encoder:./codebase/content_24.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/public/robots.txt Encoder:./codebase/content_24.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/package.json Encoder:./codebase/content_24.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/.nvmrc Encoder:./codebase/content_24.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/server.mjs Encoder:./codebase/content_24.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/tsconfig.server.json Encoder:./codebase/content_24.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/tsconfig.json Encoder:./codebase/content_24.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/check_node_version.js Encoder:./codebase/content_24.md
Mon Sep 11 17:19:22 EDT 2023: Processing file: ./apps/client/assets/styles/custom.scss Encoder:./codebase/content_24.md
Mon Sep 11 17:19:23 EDT 2023: Processing file: ./apps/client/assets/styles/style.scss Encoder:./codebase/content_24.md
Mon Sep 11 17:19:23 EDT 2023: Processing file: ./apps/client/assets/styles/responsive.scss Encoder:./codebase/content_25.md
Mon Sep 11 17:19:23 EDT 2023: Processing file: ./apps/client/pages/index.tsx Encoder:./codebase/content_26.md
Mon Sep 11 17:19:23 EDT 2023: Processing file: ./apps/client/pages/_error.js Encoder:./codebase/content_27.md
Mon Sep 11 17:19:23 EDT 2023: Processing file: ./apps/client/pages/_app.js Encoder:./codebase/content_27.md
Mon Sep 11 17:19:23 EDT 2023: Processing file: ./apps/client/pages/about-me.js Encoder:./codebase/content_27.md
Mon Sep 11 17:19:23 EDT 2023: Processing file: ./apps/client/pages/_document.js Encoder:./codebase/content_27.md
Mon Sep 11 17:19:23 EDT 2023: Processing file: ./apps/client/pages/cyber.js Encoder:./codebase/content_27.md
Mon Sep 11 17:19:23 EDT 2023: Processing file: ./apps/client/pages/coming-soon.js Encoder:./codebase/content_28.md
Mon Sep 11 17:19:23 EDT 2023: Processing file: ./apps/client/store/actions/action-types/skill-action_type.js Encoder:./codebase/content_28.md
Mon Sep 11 17:19:23 EDT 2023: Processing file: ./apps/client/store/actions/skillAction.js Encoder:./codebase/content_28.md
Mon Sep 11 17:19:23 EDT 2023: Processing file: ./apps/client/store/reducers/index.js Encoder:./codebase/content_28.md
Mon Sep 11 17:19:23 EDT 2023: Processing file: ./apps/client/store/reducers/skillReducer.js Encoder:./codebase/content_28.md
Mon Sep 11 17:19:23 EDT 2023: Directory structure and file content have been saved to './codebase/content_*' files.
Mon Sep 11 17:19:23 EDT 2023: Total word count before: 0
Mon Sep 11 17:19:23 EDT 2023: Total word count after: 0
Mon Sep 11 17:19:23 EDT 2023: Total output files generated: 1
Mon Sep 11 17:19:23 EDT 2023: Total files processed: 0
Mon Sep 11 17:19:23 EDT 2023: Difference in files (Processed - Initial): 0
Mon Sep 11 17:19:23 EDT 2023: Generating project tree...
Mon Sep 11 17:24:13 EDT 2023: Initial number of files in the output directory:        0
Mon Sep 11 17:24:13 EDT 2023: Cleaning up the codebase directory...
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/backend/server.js Encoder:./codebase/content_1.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/backend/Dockerfile Encoder:./codebase/content_1.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/backend/index.js Encoder:./codebase/content_1.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/backend/initial-data.js Encoder:./codebase/content_1.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/backend/README.md Encoder:./codebase/content_1.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/backend/schema/custom-mutations.ts Encoder:./codebase/content_1.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/backend/schema/page.js Encoder:./codebase/content_1.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/backend/schema/user.js Encoder:./codebase/content_1.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/backend/schema/post.js Encoder:./codebase/backend/content_2.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/backend/schema/comment.ts Encoder:./codebase/backend/content_2.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/backend/schema/tags.ts Encoder:./codebase/backend/content_2.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/backend/access-control.js Encoder:./codebase/backend/content_2.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/backend/yarn.lock Encoder:./codebase/backend/content_2.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/backend/.dockerignore Encoder:./codebase/backend/content_3.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/backend/package-lock.json Encoder:./codebase/backend/content_4.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/backend/package.json Encoder:./codebase/backend/content_4.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/backend/cert/localhost.crt Encoder:./codebase/backend/content_5.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/backend/cert/localhost.key Encoder:./codebase/backend/content_5.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/backend/.nvmrc Encoder:./codebase/backend/content_5.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/backend/scripts/dev-setup.sh Encoder:./codebase/backend/content_5.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/backend/config.ts Encoder:./codebase/backend/content_5.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/client/images/error.gif Encoder:./codebase/backend/content_5.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/client/Dockerfile Encoder:./codebase/backend/content_5.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/client/.well-known/acme-challenge/Hgm1C9wVCJ2in-pVO8wQPkXonUjQW1TynkINPKczQ1g Encoder:./codebase/client/content_6.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/client/next.config.js Encoder:./codebase/client/content_6.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/client/declaration.d.ts Encoder:./codebase/client/content_6.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/client/utils/constants.js Encoder:./codebase/client/content_6.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/client/utils/google-analytics/index.js Encoder:./codebase/client/content_6.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/client/utils/apolloClient.js Encoder:./codebase/client/content_6.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/client/utils/hostname.js Encoder:./codebase/client/content_6.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/client/utils/ActiveLink.js Encoder:./codebase/client/content_6.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/client/next-env.d.ts Encoder:./codebase/client/content_6.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/client/README.md Encoder:./codebase/client/content_6.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/client/components/home/Banner.tsx Encoder:./codebase/client/content_6.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/client/components/Post.tsx Encoder:./codebase/client/content_6.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/client/components/typedReact.jsx Encoder:./codebase/client/content_7.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/client/components/Works.tsx Encoder:./codebase/client/content_7.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/client/components/Services.js Encoder:./codebase/client/content_7.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/client/components/barSkill.jsx Encoder:./codebase/client/content_7.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/client/components/layout/SearchForm.js Encoder:./codebase/client/content_8.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/client/components/layout/SideDrawer.js Encoder:./codebase/client/content_8.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/client/components/pie-chart/FullOption.tsx Encoder:./codebase/client/content_8.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/client/components/startup-agency-animation/Partner.js Encoder:./codebase/client/content_8.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/client/components/startup-agency-animation/Works.js Encoder:./codebase/client/content_8.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/client/components/startup-agency-animation/Feedback.js Encoder:./codebase/client/content_9.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/client/components/startup-agency-animation/HowWeWork.js Encoder:./codebase/client/content_9.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/client/components/startup-agency-animation/Funfacts.js Encoder:./codebase/client/content_10.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/client/components/startup-agency-animation/Team.js Encoder:./codebase/client/content_10.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/client/components/startup-agency-animation/About.js Encoder:./codebase/client/content_10.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/client/components/startup-agency-animation/Features.js Encoder:./codebase/client/content_10.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/client/components/startup-agency-animation/Boxes.js Encoder:./codebase/client/content_10.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/client/components/startup-agency-animation/Skills.js Encoder:./codebase/client/content_11.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/client/components/startup-agency-animation/Blog.js Encoder:./codebase/client/content_11.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/client/components/startup-agency-animation/Contact.js Encoder:./codebase/client/content_11.md
Mon Sep 11 17:24:16 EDT 2023: Processing file: ./apps/client/components/startup-agency-animation/Banner.js Encoder:./codebase/client/content_11.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/components/startup-agency-animation/WhyChooseUs.js Encoder:./codebase/client/content_12.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/components/shared/Navbar.tsx Encoder:./codebase/client/content_12.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/components/shared/Footer.tsx Encoder:./codebase/client/content_12.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/components/shared/GoTop.js Encoder:./codebase/client/content_13.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/components/shared/Loader.js Encoder:./codebase/client/content_13.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/components/about/Feedback.js Encoder:./codebase/client/content_13.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/components/about/Funfacts.js Encoder:./codebase/client/content_13.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/components/about/Team.js Encoder:./codebase/client/content_13.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/components/about/About.js Encoder:./codebase/client/content_14.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/components/about/Education.jsx Encoder:./codebase/client/content_14.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/components/about/Services.tsx Encoder:./codebase/client/content_14.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/components/about/Skills.js Encoder:./codebase/client/content_14.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/components/about/Contact.js Encoder:./codebase/client/content_15.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/components/parallax/ParallaxHomeComponent.jsx Encoder:./codebase/client/content_15.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/components/Blog.tsx Encoder:./codebase/client/content_15.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/components/Funfacts.tsx Encoder:./codebase/client/content_15.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/components/Skills.tsx Encoder:./codebase/client/content_15.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/.dockerignore Encoder:./codebase/client/content_15.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/public/sitemap.xml Encoder:./codebase/client/content_16.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/public/robots.txt Encoder:./codebase/client/content_16.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/package.json Encoder:./codebase/client/content_16.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/.nvmrc Encoder:./codebase/client/content_16.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/server.mjs Encoder:./codebase/client/content_16.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/tsconfig.server.json Encoder:./codebase/client/content_16.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/tsconfig.json Encoder:./codebase/client/content_16.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/check_node_version.js Encoder:./codebase/client/content_16.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/assets/styles/custom.scss Encoder:./codebase/client/content_16.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/assets/styles/style.scss Encoder:./codebase/client/content_16.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/assets/styles/responsive.scss Encoder:./codebase/client/content_17.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/pages/index.tsx Encoder:./codebase/client/content_18.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/pages/_error.js Encoder:./codebase/client/content_19.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/pages/_app.js Encoder:./codebase/client/content_19.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/pages/about-me.js Encoder:./codebase/client/content_19.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/pages/_document.js Encoder:./codebase/client/content_19.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/pages/cyber.js Encoder:./codebase/client/content_19.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/pages/coming-soon.js Encoder:./codebase/client/content_20.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/store/actions/action-types/skill-action_type.js Encoder:./codebase/client/content_20.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/store/actions/skillAction.js Encoder:./codebase/client/content_20.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/store/reducers/index.js Encoder:./codebase/client/content_20.md
Mon Sep 11 17:24:17 EDT 2023: Processing file: ./apps/client/store/reducers/skillReducer.js Encoder:./codebase/client/content_20.md
Mon Sep 11 17:24:17 EDT 2023: Directory structure and file content have been saved to './codebase/content_*' files.
Mon Sep 11 17:24:17 EDT 2023: Total word count before: 0
Mon Sep 11 17:24:17 EDT 2023: Total word count after: 0
Mon Sep 11 17:24:17 EDT 2023: Total output files generated: 1
Mon Sep 11 17:24:17 EDT 2023: Total files processed: 0
Mon Sep 11 17:24:17 EDT 2023: Difference in files (Processed - Initial): 0
Mon Sep 11 17:24:17 EDT 2023: Generating project tree...
Mon Sep 11 17:24:54 EDT 2023: Initial number of files in the output directory:        0
Mon Sep 11 17:24:54 EDT 2023: Cleaning up the codebase directory...
Mon Sep 11 17:24:56 EDT 2023: Processing file: ./apps/backend/server.js Encoder:./codebase/content_1.md
Mon Sep 11 17:24:56 EDT 2023: Processing file: ./apps/backend/Dockerfile Encoder:./codebase/content_1.md
Mon Sep 11 17:24:56 EDT 2023: Processing file: ./apps/backend/index.js Encoder:./codebase/content_1.md
Mon Sep 11 17:24:56 EDT 2023: Processing file: ./apps/backend/initial-data.js Encoder:./codebase/content_1.md
Mon Sep 11 17:24:56 EDT 2023: Processing file: ./apps/backend/README.md Encoder:./codebase/content_1.md
Mon Sep 11 17:24:56 EDT 2023: Processing file: ./apps/backend/schema/custom-mutations.ts Encoder:./codebase/content_1.md
Mon Sep 11 17:24:56 EDT 2023: Processing file: ./apps/backend/schema/page.js Encoder:./codebase/content_1.md
Mon Sep 11 17:24:56 EDT 2023: Processing file: ./apps/backend/schema/user.js Encoder:./codebase/content_1.md
Mon Sep 11 17:24:56 EDT 2023: Processing file: ./apps/backend/schema/post.js Encoder:./codebase/backend/content_2.md
Mon Sep 11 17:24:56 EDT 2023: Processing file: ./apps/backend/schema/comment.ts Encoder:./codebase/backend/content_2.md
